,query,jieba_pos,jieba_segment,jieba_keywords,tfidf_keywords,textrank_keywords,Unnamed: 0,text_rank_keywords
641,宝宝屁股上长小疙瘩。,宝宝/nr 屁股/n 上长/v 疙瘩/n,宝宝 屁股 上长 疙瘩,上长 疙瘩 宝宝 屁股,宝宝 屁股 疙瘩 上长,屁股 上长 疙瘩 宝宝,641,上长 屁股 疙瘩 宝宝
642,宝宝红屁屁怎么办？,宝宝/nr 红屁屁/x,宝宝 红屁屁,红屁屁 宝宝,宝宝 红屁屁,红屁屁 宝宝,642,红屁屁 宝宝
643,怀孕期间用怎么坐姿？,怀孕/v 期间/f 坐姿/n,怀孕 期间 坐姿,坐姿 怀孕 期间,怀孕 期间 坐姿,期间 怀孕 坐姿,643,期间 坐姿 怀孕
644,女宝宝屁股上长小红疙瘩是什么原因？,宝宝/nr 屁股/n 上长/v 小红/nr 疙瘩/n 原因/n,宝宝 屁股 上长 小红 疙瘩 原因,上长 小红 疙瘩 宝宝 屁股 原因,宝宝 原因 屁股 疙瘩 上长 小红,小红 上长 屁股 疙瘩,644,小红 上长 疙瘩 屁股 原因 宝宝
645,女宝宝屁股上长了小红疙瘩。,宝宝/nr 屁股/n 上长/v 小红/nr 疙瘩/n,宝宝 屁股 上长 小红 疙瘩,上长 小红 疙瘩 宝宝 屁股,宝宝 屁股 疙瘩 上长 小红,上长 屁股 小红 疙瘩,645,上长 小红 屁股 疙瘩 宝宝
646,打胎了应该要注意什么？,打胎/v,打胎,打胎,打胎,,646,打胎
647,想知道一般软黄囊会在怀孕多少天出现？,想/v 软/a 黄囊/nr 会/v 怀孕/v 天/q,想 软 黄囊会 怀孕 天,黄囊会 怀孕,怀孕 黄囊会,黄囊 怀孕,647,黄囊会 怀孕 软 天 想
648,怀孕五个月胎动多正常吗？,怀孕/v 五个月/x 胎动/n,怀孕 五个月 胎动,五个月 胎动 怀孕,怀孕 胎动 五个月,胎动 怀孕 五个月,648,五个月 胎动 怀孕
649,可以吃火龙果吗？,吃/v 火龙果/n,吃 火龙果,火龙果,火龙果,,649,火龙果 吃
650,宝贝要一岁了，为什么还没长牙？,宝贝/nr 一岁/m 没/v 长牙/ns,宝贝 一岁 没 长牙,长牙 一岁 宝贝,一岁 长牙 宝贝,一岁 宝贝 长牙,650,没 一岁 长牙 宝贝
651,断奶怎么断？,断奶/n 断/v,断奶 断,断奶,断奶,,651,断 断奶
652,怀孕可以吃刀豆吗？,怀孕/v 吃/v 刀豆/n,怀孕 吃 刀豆,刀豆 怀孕,怀孕 刀豆,怀孕 刀豆,652,吃 刀豆 怀孕
653,胎动多胎动频繁正常。,胎动/n 胎动/n 频繁/a,胎动 胎动 频繁,胎动 频繁,频繁 胎动,胎动 频繁,653,胎动 频繁
654,想知道一般软黄囊会在怀孕多少天出现？,想/v 软/a 黄囊/nr 会/v 怀孕/v 天/q,想 软 黄囊会 怀孕 天,黄囊会 怀孕,怀孕 黄囊会,黄囊 怀孕,654,黄囊会 怀孕 软 天 想
655,怀孕五个月胎动多正常吗？,怀孕/v 五个月/x 胎动/n,怀孕 五个月 胎动,五个月 胎动 怀孕,怀孕 胎动 五个月,胎动 怀孕 五个月,655,五个月 胎动 怀孕
656,可以吃火龙果吗？,吃/v 火龙果/n,吃 火龙果,火龙果,火龙果,,656,火龙果 吃
657,宝宝上眼皮里面长了一个小白点儿。,宝宝/nr 上眼皮/l 长/a 一个/m 小白/nr 点儿/n,宝宝 上眼皮 长 一个 小白 点儿,上眼皮 小白 点儿 宝宝 一个,宝宝 一个 点儿 上眼皮 小白,一个 上眼皮 点儿 小白,657,一个 长 小白 上眼皮 点儿 宝宝
658,宝宝多久拉大便？,宝宝/nr 多久/m 拉大/j 便/d,宝宝 多久 拉大 便,拉大 宝宝 多久,宝宝 多久 拉大,拉大 宝宝 多久,658,拉大 多久 便 宝宝
659,五个月宝宝辅食吃什么？,五个月/x 宝宝/nr 辅食/x 吃/v,五个月 宝宝 辅食 吃,五个月 辅食 宝宝,宝宝 五个月 辅食,辅食 宝宝 五个月,659,辅食 宝宝 吃 五个月
660,每天晚上都会哭。,每天晚上/i 哭/v,每天晚上 哭,每天晚上,每天晚上,,660,哭 每天晚上
661,宝宝五个月了，可以吃香蕉吗？,宝宝/nr 五个月/x 吃/v 香蕉/n,宝宝 五个月 吃 香蕉,五个月 香蕉 宝宝,宝宝 五个月 香蕉,五个月 宝宝 香蕉,661,吃 五个月 香蕉 宝宝
662,孕妇可以输液吗？,孕妇/n 输液/n,孕妇 输液,输液 孕妇,孕妇 输液,输液 孕妇,662,输液 孕妇
663,孕妇可以输液吗？,孕妇/n 输液/n,孕妇 输液,输液 孕妇,孕妇 输液,输液 孕妇,663,输液 孕妇
664,怎么换尿布呢？,换尿布/nz,换尿布,换尿布,换尿布,,664,换尿布
665,怎么换尿布呢？,换尿布/nz,换尿布,换尿布,换尿布,,665,换尿布
666,乳房硬块。,乳房/n 硬块/n,乳房 硬块,硬块 乳房,乳房 硬块,硬块 乳房,666,硬块 乳房
667,今天38+5天，然后上面流出来像鼻涕一样欢迎试分泌物。,38/m +/x 5/x 天/q 流/n 鼻涕/n 试/v 分泌物/n,38 + 5 天 流 鼻涕 试 分泌物,38 鼻涕 分泌物,38 鼻涕 分泌物,鼻涕 分泌物,667,流 天 鼻涕 5 试 + 分泌物 38
668,哎能不能吃感冒药？,哎/e 能/v 吃/v 感冒药/n,哎能 吃 感冒药,哎能 感冒药,感冒药 哎能,,668,吃 感冒药 哎能
669,分娩可以吃什么小零食？,分娩/v 吃/v 零食/n,分娩 吃 零食,零食 分娩,分娩 零食,零食 分娩,669,吃 零食 分娩
670,一只呕吐怎么办？,一只/m 呕吐/v,一只 呕吐,呕吐 一只,一只 呕吐,呕吐 一只,670,呕吐 一只
671,能不能吃感冒药？,吃/v 感冒药/n,吃 感冒药,感冒药,感冒药,,671,感冒药 吃
672,怀孕五个月有一点点出血，有没有问题？,怀孕/v 五个月/x 出血/v 有没有/v,怀孕 五个月 出血 有没有,五个月 出血 怀孕 有没有,怀孕 五个月 出血 有没有,出血 五个月 怀孕 有没有,672,出血 五个月 有没有 怀孕
673,一个多月的宝宝，每天睡眠时间。,一个多月/m 宝宝/nr 睡眠/v 时间/n,一个多月 宝宝 睡眠 时间,一个多月 睡眠 宝宝 时间,宝宝 时间 一个多月 睡眠,睡眠 宝宝 时间 一个多月,673,睡眠 宝宝 时间 一个多月
674,宝宝老是吃不饱，是什么原因引起的呢？,宝宝/nr 老/a 是/v 吃不饱/l 原因/n,宝宝 老是 吃不饱 原因,吃不饱 老是 宝宝 原因,宝宝 老是 原因 吃不饱,吃不饱 原因,674,吃不饱 老是 原因 宝宝
675,宝宝老是吃不饱，是什么原因引起的呢？,宝宝/nr 老/a 是/v 吃不饱/l 原因/n,宝宝 老是 吃不饱 原因,吃不饱 老是 宝宝 原因,宝宝 老是 原因 吃不饱,吃不饱 原因,675,吃不饱 老是 原因 宝宝
676,感觉宝宝老是吃去了，然后又吃不饱的样子，是什么原因呢？,感觉/n 宝宝/nr 老/a 是/v 吃/v 吃不饱/l 样子/n 原因/n,感觉 宝宝 老是 吃 吃不饱 样子 原因,吃不饱 老是 宝宝 样子 感觉 原因,宝宝 老是 感觉 原因 样子 吃不饱,样子 感觉 吃不饱 宝宝,676,吃 吃不饱 老是 样子 宝宝 原因 感觉
677,怀孕27周，感冒了用吃什么？,怀孕/v 27/m 周/nr 感冒/v 吃/v,怀孕 27 周 感冒 吃,27 感冒 怀孕,怀孕 感冒 27,27 怀孕 感冒,677,周 感冒 27 吃 怀孕
678,27周感冒了用吃什么吗？,27/m 周/nr 感冒/v 吃/v,27 周 感冒 吃,27 感冒,感冒 27,感冒 27,678,感冒 周 吃 27
679,27周感冒了用吃什么吗？,27/m 周/nr 感冒/v 吃/v,27 周 感冒 吃,27 感冒,感冒 27,感冒 27,679,感冒 周 吃 27
680,宝宝32天了，但是不拉屎的都没有，都七天没有拉屎了。,宝宝/nr 32/m 天/q 拉屎/v 七天/t 拉屎/v,宝宝 32 天 拉屎 七天 拉屎,拉屎 32 七天 宝宝,宝宝 七天 32 拉屎,拉屎 32 七天 宝宝,680,拉屎 七天 天 32 宝宝
681,待产包里都有哪些东西呢？,待产/n 包/v 里/f 东西/ns,待产 包里 东西,待产 东西,东西 待产 包里,,681,包里 东西 待产
682,怀孕了可以喝荷叶茶吗？,怀孕/v 喝/vg 荷叶茶/n,怀孕 喝 荷叶茶,荷叶茶 怀孕,怀孕 荷叶茶,荷叶茶 怀孕,682,喝 荷叶茶 怀孕
683,荷叶茶可以喝吗？,荷叶茶/n 喝/vg,荷叶茶 喝,荷叶茶,荷叶茶,,683,喝 荷叶茶
684,五个半月的宝宝可以吃益生菌吗？,五个/m 半月/t 宝宝/nr 吃/v 益生菌/nr,五个 半月 宝宝 吃 益生菌,益生菌 宝宝 半月 五个,宝宝 益生菌 半月 五个,宝宝 半月 五个 益生菌,684,宝宝 吃 半月 益生菌 五个
685,用学步车会变o型腿吗？,学步车/n 会/v 变/v o/x 型/k 腿/n,学步车 会变 o 型 腿,学步车 会变,会变 学步车,,685,o 型 会变 腿 学步车
686,怀孕27周了，缺铁性平血，我可以喝拉克菲乳酸亚铁口服液吗？,怀孕/v 27/m 周/nr 缺铁性/n 平血/n 喝/vg 拉克/nrt 菲/ns 乳酸/n 亚铁/n 口服液/n,怀孕 27 周 缺铁性 平血 喝 拉克 菲 乳酸 亚铁 口服液,27 平血 亚铁 口服液 缺铁性 拉克 乳酸 怀孕,怀孕 27 亚铁 口服液 乳酸 拉克 平血 缺铁性,乳酸 27 缺铁性 平血,686,喝 拉克 平血 菲 缺铁性 乳酸 周 亚铁 27 口服液 怀孕
687,新生儿一天睡多长时间？,新生儿/n 睡/v 多长时间/n,新生儿 睡 多长时间,多长时间 新生儿,多长时间 新生儿,新生儿 多长时间,687,睡 多长时间 新生儿
688,宝宝腹泻拉肚子。,宝宝/nr 腹泻/v 拉肚子/n,宝宝 腹泻 拉肚子,拉肚子 腹泻 宝宝,宝宝 拉肚子 腹泻,腹泻 拉肚子 宝宝,688,腹泻 拉肚子 宝宝
689,唐氏筛查。,唐氏筛查/x,唐氏筛查,唐氏筛查,唐氏筛查,,689,唐氏筛查
690,唐山用不用空腹去？,唐山/nr 用/p 不用/v 空腹/n,唐山用 不用 空腹,唐山用 空腹 不用,不用 空腹 唐山用,不用 唐山 空腹,690,不用 空腹 唐山用
691,嗯可不可以吃甜酸角啊。,可不可以/c 吃/v 甜/a 酸角/x,可不可以 吃 甜 酸角,酸角 可不可以,可不可以 酸角,,691,甜 吃 酸角 可不可以
692,新生儿一天睡多长时间？,新生儿/n 睡/v 多长时间/n,新生儿 睡 多长时间,多长时间 新生儿,多长时间 新生儿,新生儿 多长时间,692,睡 多长时间 新生儿
693,宝宝腹泻拉肚子。,宝宝/nr 腹泻/v 拉肚子/n,宝宝 腹泻 拉肚子,拉肚子 腹泻 宝宝,宝宝 拉肚子 腹泻,腹泻 拉肚子 宝宝,693,腹泻 拉肚子 宝宝
694,唐氏筛查。,唐氏筛查/x,唐氏筛查,唐氏筛查,唐氏筛查,,694,唐氏筛查
695,唐山用不用空腹去？,唐山/nr 用/p 不用/v 空腹/n,唐山用 不用 空腹,唐山用 空腹 不用,不用 空腹 唐山用,不用 唐山 空腹,695,不用 空腹 唐山用
696,唐筛。,唐筛/x,唐筛,唐筛,唐筛,,696,唐筛
697,嗯可不可以吃甜酸角啊。,可不可以/c 吃/v 甜/a 酸角/x,可不可以 吃 甜 酸角,酸角 可不可以,可不可以 酸角,,697,甜 吃 酸角 可不可以
698,出生半个月的小孩肚子是硬的还是软的？,出生/v 半个/m 月/m 小孩/n 肚子/n 硬/a 软/a,出生 半个 月 小孩 肚子 硬 软,小孩 肚子 出生 半个,小孩 肚子 半个 出生,小孩 半个 肚子 出生,698,小孩 肚子 月 硬 半个 软 出生
699,胎动。,胎动/n,胎动,胎动,胎动,,699,胎动
700,开塞露怎么用的？,开塞露/nz,开塞露,开塞露,开塞露,,700,开塞露
701,开塞露的使用方法。,开塞露/nz 方法/n,开塞露 方法,开塞露 方法,方法 开塞露,方法 开塞露,701,方法 开塞露
702,孕晚期能孕妈能吃甘蔗吗？,孕晚期/t 孕妈/x 吃/v 甘蔗/n,孕晚期 孕妈 吃 甘蔗,孕晚期 孕妈 甘蔗,孕妈 孕晚期 甘蔗,孕妈 孕晚期 甘蔗,702,吃 孕妈 甘蔗 孕晚期
703,五个月宝宝吃。,五个月/x 宝宝/nr 吃/v,五个月 宝宝 吃,五个月 宝宝,宝宝 五个月,宝宝 五个月,703,宝宝 吃 五个月
704,宝宝多大可以自己吃饭。,宝宝/nr 多/m 大/a 吃饭/v,宝宝 多大 吃饭,宝宝 多大 吃饭,宝宝 多大 吃饭,,704,多大 吃饭 宝宝
705,还有多长时间预产期？,多长时间/n 预产期/n,多长时间 预产期,预产期 多长时间,多长时间 预产期,预产期 多长时间,705,预产期 多长时间
706,四个多月了，就是四天到五天拉一次大便。,四个/m 多月/m 四天/m 五天/t 拉/v 便/d,四个 多月 四天 五天 拉 便,四天 五天 多月 四个,四个 四天 五天 多月,多月 四天 四个 五天,706,五天 四天 拉 多月 大便 四个
707,孕期能不能吃润婴美？,孕期/t 吃润/v 婴/ng 美/j,孕期 吃润 婴美,吃润 婴美 孕期,孕期 吃润 婴美,孕期 吃润,707,吃润 婴美 孕期
708,孕期能不能吃润婴美？,孕期/t 吃润/v 婴/ng 美/j,孕期 吃润 婴美,吃润 婴美 孕期,孕期 吃润 婴美,孕期 吃润,708,吃润 婴美 孕期
709,脑瘫儿。,脑瘫儿/x,脑瘫儿,脑瘫儿,脑瘫儿,,709,脑瘫儿
710,脑瘫儿是什么样的？,脑瘫儿/x,脑瘫儿,脑瘫儿,脑瘫儿,,710,脑瘫儿
711,脑瘫儿。,脑瘫儿/x,脑瘫儿,脑瘫儿,脑瘫儿,,711,脑瘫儿
712,脑瘫儿是什么样子的？,脑瘫儿/x 样子/n,脑瘫儿 样子,脑瘫儿 样子,样子 脑瘫儿,脑瘫儿 样子,712,样子 脑瘫儿
713,脑瘫儿是什么样的？,脑瘫儿/x,脑瘫儿,脑瘫儿,脑瘫儿,,713,脑瘫儿
714,大牌齐什么时候做？,大牌/n 齐/a,大牌 齐,大牌,大牌,,714,齐 大牌
715,病理性厌奶的宝宝有什么特征？,病理性/n 厌奶/x 宝宝/nr 特征/n,病理性 厌奶 宝宝 特征,厌奶 病理性 宝宝 特征,宝宝 厌奶 病理性 特征,宝宝 厌奶 病理性 特征,715,宝宝 厌奶 特征 病理性
716,什么时候做四维彩超？,四维彩超/x,四维彩超,四维彩超,四维彩超,,716,四维彩超
717,刚出生的婴儿怎样辨别是不是脑瘫儿？,刚出生/i 婴儿/n 辨别/v 脑瘫儿/x,刚出生 婴儿 辨别 脑瘫儿,脑瘫儿 刚出生 辨别 婴儿,婴儿 脑瘫儿 刚出生 辨别,辨别 婴儿 脑瘫儿 刚出生,717,辨别 婴儿 脑瘫儿 刚出生
718,唐筛什么时候做？,唐筛/x,唐筛,唐筛,唐筛,,718,唐筛
719,小孩子感冒流清鼻涕流到哪里去了？,小孩子/n 感冒/v 流清/v 鼻涕/n 流/n,小孩子 感冒 流清 鼻涕 流,流清 鼻涕 小孩子 感冒,感冒 鼻涕 流清 小孩子,流清 感冒 鼻涕 小孩子,719,流清 鼻涕 感冒 流 小孩子
720,宝宝流眼泪。,宝宝/nr 流眼泪/n,宝宝 流眼泪,流眼泪 宝宝,宝宝 流眼泪,流眼泪 宝宝,720,流眼泪 宝宝
721,前几天去检查说做B超说有流产的迹象，但是下面也没有出血，现在已经在家休息两天了，那什么时候还去再去检查一下呢？,几天/m 检查/vn B超/n 流产/vn 迹象/n 出血/v 在家/r 休息/v 两天/m 检查一下/n,几天 检查 B超 流产 迹象 出血 在家 休息 两天 检查一下,B超 检查一下 流产 出血 在家 两天 迹象 休息 检查 几天,几天 检查 出血 两天 检查一下 在家 迹象 流产 休息,流产 B超 休息 出血,721,出血 迹象 在家 流产 休息 B超 两天 检查 检查一下 几天
722,脚后跟裂开干燥怎么处理？,脚后跟/n 裂开/v 干燥/a,脚后跟 裂开 干燥,脚后跟 裂开 干燥,脚后跟 裂开 干燥,裂开 脚后跟 干燥,722,裂开 干燥 脚后跟
723,凤凰苗能喝吗？,凤凰/nr 苗能/nr 喝/vg,凤凰 苗能 喝,苗能 凤凰,苗能 凤凰,苗能 凤凰,723,苗能 喝 凤凰
724,是到六个月厌奶期，是因为什么？,六个月/m 厌奶期/x 是因为/c,六个月 厌奶期 是因为,厌奶期 六个月 是因为,六个月 是因为 厌奶期,是因为 厌奶期 六个月,724,厌奶期 是因为 六个月
725,四个月宝宝厌奶期大概有多久？,四个月/x 宝宝/nr 厌奶期/x 大概/d 多久/m,四个月 宝宝 厌奶期 大概 多久,四个月 厌奶期 宝宝 多久 大概,宝宝 四个月 多久 厌奶期 大概,厌奶期 宝宝 大概 四个月,725,厌奶期 大概 宝宝 多久 四个月
726,三个月宝宝的发育状况。,三个月/x 宝宝/nr 发育/vn 状况/n,三个月 宝宝 发育 状况,三个月 宝宝 发育 状况,宝宝 发育 三个月 状况,宝宝 发育 状况 三个月,726,发育 宝宝 状况 三个月
727,宝宝双顶径8.5，然后肋骨长6.3，现在34周正常吗？,宝宝/nr 双顶径/x 8.5/m 肋骨/n 长/a 6.3/m 34/m 周/nr,宝宝 双顶径 8.5 肋骨 长 6.3 34 周,双顶径 8.5 6.3 34 肋骨 宝宝,宝宝 34 双顶径 肋骨,肋骨 双顶径 8.5 6.3,727,长 肋骨 6.3 8.5 34 双顶径 周 宝宝
728,宝宝前囟门已经闭合。,宝宝/nr 囟门/n 闭合/v,宝宝 囟门 闭合,囟门 闭合 宝宝,宝宝 闭合 囟门,闭合 宝宝 囟门,728,囟门 闭合 宝宝
729,孕期性生活。,孕期/t 性生活/n,孕期 性生活,孕期 性生活,孕期 性生活,性生活 孕期,729,性生活 孕期
730,哺乳期可以吃林蛙吗？,哺乳期/n 吃/v 林蛙/n,哺乳期 吃 林蛙,林蛙 哺乳期,哺乳期 林蛙,林蛙 哺乳期,730,吃 林蛙 哺乳期
731,宝宝可以吃林蛙吗？哺乳期可以吃林蛙吗？,宝宝/nr 吃/v 林蛙/n 哺乳期/n 吃/v 林蛙/n,宝宝 吃 林蛙 哺乳期 吃 林蛙,林蛙 哺乳期 宝宝,宝宝 哺乳期 林蛙,林蛙 哺乳期 宝宝,731,吃 林蛙 哺乳期 宝宝
732,孕妇可以用菌菇水吗？,孕妇/n 用/p 菌菇/n 水/n,孕妇 用菌菇 水,用菌菇 孕妇,孕妇 用菌菇,菌菇 孕妇,732,用菌菇 水 孕妇
733,孕妇可以用菌菇水吗？,孕妇/n 用/p 菌菇/n 水/n,孕妇 用菌菇 水,用菌菇 孕妇,孕妇 用菌菇,菌菇 孕妇,733,用菌菇 水 孕妇
734,如何让宝宝快速发动？,宝宝/nr 快速/d 发动/vn,宝宝 快速 发动,宝宝 发动 快速,宝宝 发动 快速,快速 宝宝 发动,734,快速 发动 宝宝
735,哺乳期能吃山楂吗？,哺乳期/n 吃/v 山楂/n,哺乳期 吃 山楂,哺乳期 山楂,哺乳期 山楂,山楂 哺乳期,735,吃 山楂 哺乳期
736,如何让宝宝快速发动？,宝宝/nr 快速/d 发动/vn,宝宝 快速 发动,宝宝 发动 快速,宝宝 发动 快速,快速 宝宝 发动,736,快速 发动 宝宝
737,如何让宝宝快速发动？,宝宝/nr 快速/d 发动/vn,宝宝 快速 发动,宝宝 发动 快速,宝宝 发动 快速,快速 宝宝 发动,737,快速 发动 宝宝
738,如何让宝宝快速发动？,宝宝/nr 快速/d 发动/vn,宝宝 快速 发动,宝宝 发动 快速,宝宝 发动 快速,快速 宝宝 发动,738,快速 发动 宝宝
739,如何让宝宝快速发动？,宝宝/nr 快速/d 发动/vn,宝宝 快速 发动,宝宝 发动 快速,宝宝 发动 快速,快速 宝宝 发动,739,快速 发动 宝宝
740,宝宝吐奶。,宝宝/nr 吐奶/n,宝宝 吐奶,吐奶 宝宝,宝宝 吐奶,宝宝 吐奶,740,吐奶 宝宝
741,怀孕能不能吃些油腻啊？,怀孕/v 吃/v 些/q 油腻/n,怀孕 吃些 油腻,吃些 油腻 怀孕,怀孕 油腻 吃些,,741,吃些 油腻 怀孕
742,生理期该怎么避免？,生理期/n,生理期,生理期,生理期,,742,生理期
743,宝宝吐奶。,宝宝/nr 吐奶/n,宝宝 吐奶,吐奶 宝宝,宝宝 吐奶,宝宝 吐奶,743,吐奶 宝宝
744,怀孕能不能吃些油腻啊？,怀孕/v 吃/v 些/q 油腻/n,怀孕 吃些 油腻,吃些 油腻 怀孕,怀孕 油腻 吃些,,744,吃些 油腻 怀孕
745,生理期应该怎么避免？,生理期/n,生理期,生理期,生理期,,745,生理期
746,生理期应该怎么避免？,生理期/n,生理期,生理期,生理期,,746,生理期
747,生理期该怎么避免？,生理期/n,生理期,生理期,生理期,,747,生理期
748,宝宝拉屎带着小气泡是因为什么？,宝宝/nr 拉屎/v 带/v 小气泡/n 是因为/c,宝宝 拉屎 带 小气泡 是因为,小气泡 拉屎 宝宝 是因为,宝宝 拉屎 是因为 小气泡,拉屎 小气泡 是因为 宝宝,748,带 小气泡 拉屎 是因为 宝宝
749,宝宝拉屎为什么有小气泡？,宝宝/nr 拉屎/v 小气泡/n,宝宝 拉屎 小气泡,小气泡 拉屎 宝宝,宝宝 拉屎 小气泡,拉屎 小气泡 宝宝,749,拉屎 小气泡 宝宝
750,宝宝的事带着带着小气泡是因为什么？,宝宝/nr 事带/n 带/v 小气泡/n 是因为/c,宝宝 事带 带 小气泡 是因为,小气泡 事带 宝宝 是因为,宝宝 是因为 小气泡 事带,小气泡 事带 是因为 宝宝,750,带 小气泡 事带 是因为 宝宝
751,宝宝的屎里面带着小气泡是因为什么？,宝宝/nr 屎/n 带/v 小气泡/n 是因为/c,宝宝 屎 带 小气泡 是因为,小气泡 宝宝 是因为,宝宝 是因为 小气泡,是因为 小气泡,751,带 小气泡 屎 是因为 宝宝
752,孕酮低。,孕酮低/x,孕酮低,孕酮低,孕酮低,,752,孕酮低
753,黄体酮正常指标。,黄体酮/n 指标/n,黄体酮 指标,黄体酮 指标,指标 黄体酮,黄体酮 指标,753,指标 黄体酮
754,黄体酮。,黄体酮/n,黄体酮,黄体酮,黄体酮,,754,黄体酮
755,宝宝脸上有红血丝是怎么回事？,宝宝/nr 脸上/s 红血丝/n 怎么回事/l,宝宝 脸上 红血丝 怎么回事,红血丝 宝宝 怎么回事 脸上,宝宝 怎么回事 脸上 红血丝,脸上 红血丝 宝宝 怎么回事,755,红血丝 脸上 怎么回事 宝宝
